City,Website,Revenue,Status,Value
Columbia,http://www.NelsonMullins.com,"$100,000,001 or Above",Other,0
Chicago,https://www.bickerdike.org/,"$500,001 to $7,500,000",Private,1
Camarillo,https://moderncampus.com/,Undefined,Private,0
West Hollywood,https://gaumonttelevision.com/,"$25,000,001 to $100,000,000",Private,0
Santa Ana,http://www.caintegratedlife.com,"$500,001 to $7,500,000",Private,0
Oakland,https://www.vumedi.com/,"$7,500,001 to $25,000,000",Private,0
New York,https://www.lmdn.org/,"$500,001 to $7,500,000",Non Profit,1
Burlington,https://www.ltco.com/,"$7,500,001 to $25,000,000",Private,0
Temple City,https://www.fulgentgenetics.com,Undefined,Private,0
New York,http://www.melkoniancapital.com,Below $1,Other,0
Wabash,http://www.fordmeterbox.com,Undefined,Non Profit,0
Miami,https://itolerance.com/,"$1 to $500,000",Private,0
Moorpark,https://www.rovnerconstruction.com/,"$25,000,001 to $100,000,000",Private,0
Branson,https://hhmfacilitymanagement.com/,Undefined,Private,0
Austin,https://drafthouse.com/,Undefined,Private,0
Bloomfield Hills,http://allinesg.com,Undefined,Private,0
New York,https://codarecruitment.com/,Undefined,Private,0
Saint Louis,http://www.pulitzerarts.org/,"$500,001 to $7,500,000",Private,0
Chicago,https://www.sppinc.net,"$25,000,001 to $100,000,000",Private,0
San Francisco,https://www.postman.com/,"$25,000,001 to $100,000,000",Private,0
Plano,https://stacksports.com/,"$25,000,001 to $100,000,000",Non Profit,0
Indianapolis,http://www.cissindy.com,"$500,001 to $7,500,000",Private,0
New Port Richey,https://www.estherschool.net/,"$500,001 to $7,500,000",Private,0
The Colony,https://www.raverg.com/,Undefined,Private,1
Cambridge,http://peaksupport.io,"$1 to $500,000",Private,0
New York,https://www.barstoolsports.com/,"$100,000,001 or Above",Private,0
Los Angeles,https://www.financiallyempowered.com/,"$1 to $500,000",Private,0
Chicago,http://www.hsrail.org,"$1 to $500,000",Private,0
Bedford,https://e-alpina.eu/,Below $1,Private,0
Yakima,https://comphc.org/,"$25,000,001 to $100,000,000",Private,1
Cincinnati,https://shootpointblank.com/,"$100,000,001 or Above",Private,0
Galesburg,https://wspartners.com/,"$25,000,001 to $100,000,000",Other,0
Dallas,https://txbarber.edu/,"$500,001 to $7,500,000",Non Profit,1
New Hyde Park,http://www.bk.com/,Undefined,Private,0
San Mateo,https://www.dompe.us/,Undefined,Private,0
Boulder,https://www.inscripta.com/,"$500,001 to $7,500,000",Private,0
Reno,https://www.renolfg.com/,Undefined,Private,0
Palm Coast,https://coastalcloud.us/,"$25,000,001 to $100,000,000",Private,0
San Francisco,https://atlasbayarea.com/,"$500,001 to $7,500,000",Private,0
City of Industry,http://www.plasticexpress.com/,"$100,000,001 or Above",Private,0
Oceanside,https://www.sparshausa.com/,"$500,001 to $7,500,000",Private,0
Greeley,https://fclb.org/index.php,"$500,001 to $7,500,000",Non Profit,1
Bedford,http://www.mybettercare.com,"$1 to $500,000",Private,0
Birmingham,http://maybe.co,Below $1,Private,0
Birmingham,http://www.thesheffieldfund.com/,"$7,500,001 to $25,000,000",Non Profit,0
Brooklyn Center,http://www.tlccompanies.com,"$500,001 to $7,500,000",Private,0
Roswell,http://www.otrcapital.com,"$7,500,001 to $25,000,000",Private,0
Danbury,http://www.rarediseases.org,"$25,000,001 to $100,000,000",Other,0
Miami,https://udc.dental/,Below $1,Non Profit,0
Lincolnshire,https://interiorinvestments.com/,"$25,000,001 to $100,000,000",Non Profit,0
Peoria,http://www.familypartners.net,"$7,500,001 to $25,000,000",Private,0
Elizabethville,https://home-insite.com/,Undefined,Non Profit,0
St. Petersburg,http://enhancedgeo.com,Below $1,Private,0
Fort Lauderdale,http://daytongranger.com/,"$7,500,001 to $25,000,000",Private,1
Goleta,https://www.walpolecpa.com/,"$7,500,001 to $25,000,000",Private,0
Fort Worth,https://actuatetherapeutics.com/,Below $1,Private,0
Chowchilla,https://www.stardust-tahoe.com/,"$500,001 to $7,500,000",Private,0
Lafayette,https://wkprod.com/,"$7,500,001 to $25,000,000",Private,0
Tampa,http://www.amsco-ac.com/,"$25,000,001 to $100,000,000",Private,0
Chicago,http://www.innoblative.com,Undefined,Private,0
Laredo,https://www.elbufalopawn.com/,Undefined,Private,0
Elk Grove,https://pointquested.com/,Undefined,Private,1
Greenwood Village,http://www.investmentsandwealth.org,"$7,500,001 to $25,000,000",Non Profit,0
Basalt,https://www.basaltlibrary.org/,"$1 to $500,000",Private,0
Pittsburgh,http://www.victorianfinance.com,"$25,000,001 to $100,000,000",Private,0
Naples,https://lukka.tech/,"$500,001 to $7,500,000",Private,1
Lincoln,http://www.lonm.org,Below $1,Non Profit,0
Annapolis,https://www.usnabsd.com/,"$25,000,001 to $100,000,000",Other,0
Golden,https://www.vitrobiopharma.com/,Below $1,Private,0
Syracuse,https://hiddenlevel.com/,"$1 to $500,000",Private,0
Vacaville,http://www.mariani.com,"$1 to $500,000",Private,1
Lombard,https://www.atlasconsumerlaw.com/,Undefined,Private,0
Bethesda,http://www.pebblebrookhotels.com,Undefined,Private,0
Francesville,https://www.pulaskihealthfoundation.com/,"$7,500,001 to $25,000,000",Non Profit,0
Chicago,http://www.consumerlaw.com,"$7,500,001 to $25,000,000",Private,0
Terre Haute,https://www.womackrestaurants.com/,Undefined,Private,0
Carlsbad,https://chromacode.com/,"$25,000,001 to $100,000,000",Private,0
Jacksonville,https://feedingnefl.org/,"$25,000,001 to $100,000,000",Private,0
Lancaster,https://pastandsup.org/,"$500,001 to $7,500,000",Private,0
Indianapolis,http://www.idainsurancetrust.com,Below $1,Private,0
Warrensburg,http://www.expandinghorizonscs.us/index2.html,"$500,001 to $7,500,000",Private,0
Charlotte,https://www.pappasproperties.com/,"$1 to $500,000",Private,0
Elgin,https://odhcil.org/,"$500,001 to $7,500,000",Non Profit,1
Adrian,https://www.adriansteel.com/,"$100,000,001 or Above",Private,0
Austin,https://kerbeylanecafe.com/,"$25,000,001 to $100,000,000",Private,1
Rockford,https://www.firstmidwestgroup.com/,Undefined,Other,0
Las Vegas,https://www.local525.org/,Undefined,Non Profit,0
Phoenix,http://www.gravystack.com,Below $1,Private,0
Englewood,https://www.w2ellc.com/,Undefined,Private,0
Brooklyn,http://acmesmokedfish.com,Undefined,Private,0
Jersey City,https://barcade.com/,"$7,500,001 to $25,000,000",Private,0
Fresno,http://www.lionrealtors.com,Undefined,Private,0
Plymouth Meeting,https://braeburnrx.com/,"$7,500,001 to $25,000,000",Private,1
Burbank,http://thememorabilianetwork.com/,"$1 to $500,000",Private,0
Vernon,https://www.thestarcogroup.com/,"$25,000,001 to $100,000,000",Private,0
Phoenix,https://a1garage.com/,"$25,000,001 to $100,000,000",Private,0
Sorrento,https://jacroson.com/,"$100,000,001 or Above",Private,0
Houston,http://www.drillwellenergy.com,Undefined,Private,0
Boston,http://afclf.org,"$500,001 to $7,500,000",Private,0
Muskegon,https://dayspringserves.com/,"$500,001 to $7,500,000",Non Profit,0
Birmingham,https://www.koboldmetals.com/,"$1 to $500,000",Private,0
Rancho Domimguez,https://epostglobalshipping.com/,"$100,000,001 or Above",Private,0
Phoenix,http://AIGarage.com,Undefined,Private,0
Albuquerque,http://NMDemocrats.org,"$500,001 to $7,500,000",Non Profit,0
Ontario,http://qmgonline.com,Undefined,Private,0
Dillingham,https://www.bbedc.com/,"$25,000,001 to $100,000,000",Private,0
Agoura Hills,https://www.johnston-group.com/,"$500,001 to $7,500,000",Private,0
Bellevue,http://www.rafn.com/,"$25,000,001 to $100,000,000",Private,0
Mission Hill,http://www.kandjmanagement.com/K_%26_J_Management/Home.html,"$7,500,001 to $25,000,000",Private,0
Costa Mesa,https://www.cardinaldevelopment.com/,Undefined,Private,1
San Francisco,https://www.safer-together.org/,"$500,001 to $7,500,000",Private,0
Austin,https://www.erisyon.com/,"$1 to $500,000",Non Profit,0
West Chester Township,http://www.htba.com,Undefined,Other,0
Glendale,https://humanekinect.org/,Below $1,Private,0
Brooklyn,https://www.lasantehealth.com/,"$7,500,001 to $25,000,000",Non Profit,1
West Hartford,https://uspainfoundation.org,"$500,001 to $7,500,000",Private,0
Denver,https://keys.casa/,Below $1,Private,0
Santa Fe,http://www.specifica.bio,"$500,001 to $7,500,000",Private,0
Austin,http://www.txbix.org,Below $1,Non Profit,0
New York,https://www.hakkaisanusa.com/,Below $1,Private,0
San Francisco,https://www.umba.com/,Undefined,Private,0
San Francisco,http://www.gracecathedral.org,"$7,500,001 to $25,000,000",Non Profit,0
New Orleans,http://keyrealestateco.com,"$500,001 to $7,500,000",Private,0
Los Angeles,http://HarouniLaw.com,Undefined,Private,0
Irvine,http://veri-tax.com,"$7,500,001 to $25,000,000",Private,0
New York,https://periphascapital.com/,"$7,500,001 to $25,000,000",Other,0
South Bend,http://www.haciendafiesta.com,"$25,000,001 to $100,000,000",Private,1
Saint Rose,https://www.sensivahealth.com/,"$25,000,001 to $100,000,000",Private,0
Auburn,https://mystiqueofmaine.com/,Undefined,Private,0
Washington,http://www.jaydot.org,Undefined,Private,0
Grapevine,http://afgcompanies.com,"$25,000,001 to $100,000,000",Private,0
New York,https://www.glaad.org,"$7,500,001 to $25,000,000",Private,1
Newport Beach,https://opustreatment.com/,"$7,500,001 to $25,000,000",Private,0
Parma Heights,https://dentaldynamicstaffing.com/,Undefined,Private,0
Huntington Beach,https://streamlinegroupinc.com/,"$25,000,001 to $100,000,000",Private,0
Laughlin,http://www.riversideresort.com,"$100,000,001 or Above",Other,0
Little Canada,http://www.lecet.org,Undefined,Other,0
Rockledge,https://careersourcebrevard.com/,"$7,500,001 to $25,000,000",Private,0
Modesto,http://www.vintageangusranch.com/,Undefined,Private,0
Saint Paul,http://www.forestlawnmn.com,"$500,001 to $7,500,000",Private,1
Denver,https://www.bruebaukol.com/,"$7,500,001 to $25,000,000",Private,0
Colorado Springs,http://www.kairosfamilyservices.com,Below $1,Private,0
Gillette,http://www.vcn.com,"$25,000,001 to $100,000,000",Private,0
Margate,https://www.americancollegefl.org/,"$1 to $500,000",Private,0
Lakewood,https://tag.org/,Undefined,Private,0
Brighton,https://sherlock.bio/,"$7,500,001 to $25,000,000",Private,0
Asheville,https://www.chaipanirestaurantgroup.com/,"$7,500,001 to $25,000,000",Private,0
Phoenix,https://www.itcmfg.com/,"$100,000,001 or Above",Private,0
Los Angeles,https://ryda.us/,"$500,001 to $7,500,000",Private,0
Oakland,http://www.bellaken.com,"$25,000,001 to $100,000,000",Private,0
Cedars,http://www.studenthealthadvocates.com,"$500,001 to $7,500,000",Private,0
Flint,http://www.midmichiganhch.com,Undefined,Other,0
Orlando,http://www.clsmf.org,"$7,500,001 to $25,000,000",Non Profit,1
Inglewood,https://envisioninglewood.org/,Below $1,Non Profit,0
Stamford,https://www.evertreeinsurance.com/,Below $1,Private,0
Aurora,http://www.belay.org,"$500,001 to $7,500,000",Private,0
West Hollywood,https://www.thermg.com/,"$25,000,001 to $100,000,000",Private,0
Chicago,https://www.evertas.com/,"$1 to $500,000",Private,0
Oswego,https://radiac.com/,Undefined,Private,0
Moorestown,https://emersongroupinc.com/,Undefined,Non Profit,0
Ardmore,https://sunshine-industries.org/,"$500,001 to $7,500,000",Non Profit,0
Woodland Hills,https://officialkristinchenoweth.com/,"$1 to $500,000",Private,0
Wichita Falls,http://www.presmanor.org,"$7,500,001 to $25,000,000",Private,0
New York,http://www.ramp.com,"$25,000,001 to $100,000,000",Private,0
Overland Park,http://www.assuredtrustcompany.com,"$1 to $500,000",Private,0
Chamblee,https://www.cornerstonesolutionsusa.com/,Undefined,Private,0
Fort Lee,https://vatechamerica.com/,Undefined,Private,0
San Francisco,https://www.helloplaybook.com/,"$1 to $500,000",Private,0
Atlanta,https://www.womenengaged.org/,"$500,001 to $7,500,000",Private,0
Boyton Beach,http://www.healthcarefundingpartners.com,"$500,001 to $7,500,000",Private,0
Chicago,https://ezblockchain.net/,"$7,500,001 to $25,000,000",Non Profit,0
San Diego,https://www.dualna.com/,"$100,000,001 or Above",Private,0
Tulsa,http://www.clannequity.com,"$1 to $500,000",Private,0
Cary,https://apie-therapeutics.com/,Below $1,Private,0
Lawrence,https://www.station1.org/,"$1 to $500,000",Private,0
Washington,http://www.immap.org,"$7,500,001 to $25,000,000",Private,0
Shelton,http://masoncountywa.gov,"$500,001 to $7,500,000",Other,0
Portland,http://www.timbers.com,"$25,000,001 to $100,000,000",Private,0
Seattle,https://www.tassoinc.com/,"$500,001 to $7,500,000",Private,0
New York,https://naftaligroup.com/,Below $1,Private,0
Franklin,http://www.franklinfoundation.org,"$25,000,001 to $100,000,000",Non Profit,0
Simi Valley,https://www.reaganfoundation.org/,Undefined,Private,0
San Diego,http://www.sdpep.org/,"$500,001 to $7,500,000",Other,0
Cherry Hill,https://compas-inc.com/,"$25,000,001 to $100,000,000",Private,0
Los Angeles,http://www.tapcheck.com/,Below $1,Private,0
Burbank,http://www.estrellacash.com,Undefined,Private,1
Rockford,https://www.seniorhelpers.com/il/rockford/,"$500,001 to $7,500,000",Non Profit,0
Fort Collins,https://www.spirithospitality.net/,Undefined,Private,0
Washington,https://www.globalpress.co/,"$500,001 to $7,500,000",Private,0
New York,https://manhattanmedicalassociates.com/,Undefined,Private,0
Lewiston,https://sidneyresourcescorporation.com/index.html,"$500,001 to $7,500,000",Private,0
Staten Island,https://www.hiltongrandvacations.com/,"$7,500,001 to $25,000,000",Private,0
Berkeley,https://www.robinhealthcare.com/,"$500,001 to $7,500,000",Private,0
Orlando,https://smarttrader.com/,"$25,000,001 to $100,000,000",Private,0
Leominster,http://www.unitedsolutions.net,"$100,000,001 or Above",Other,0
Natick,https://www.pictherapeutics.com/,Below $1,Private,0
Irvine,http://www.alzoc.org,"$7,500,001 to $25,000,000",Private,1
Rockville,http://www.silverdiner.com,"$25,000,001 to $100,000,000",Private,0
South Miami,http://www.transactrx.com,"$500,001 to $7,500,000",Private,0
Tampa,https://www.pcgc.org/,Below $1,Non Profit,0
Santa Maria,http://www.lagunaproduce.co,"$25,000,001 to $100,000,000",Private,0
Asheboro,http://www.striderauto.com,Undefined,Non Profit,0
Aspen,http://www.rodeosecure.com,Below $1,Private,0
Santa Monica,https://rechargepayments.com/,"$25,000,001 to $100,000,000",Private,0
Morristown,https://revhealth.com/,Undefined,Non Profit,0
Whitestone,http://www.gnyada.com/,Undefined,Non Profit,0
Flint,http://flatrockinc.org,"$25,000,001 to $100,000,000",Private,1
Santa Monica,http://www.mesrianilaw.com,Undefined,Private,0
Hollywood,https://www.costahollywoodhotel.com/,"$1 to $500,000",Private,0
Detroit,http://mi-poder.org,"$500,001 to $7,500,000",Non Profit,0
Jersey City,http://www.medsir.org,Below $1,Private,0
Downey,http://www.healingcarehospice.com/,Undefined,Private,0
Orange,https://www.millerenv.com/,"$25,000,001 to $100,000,000",Private,1
Edmond,https://www.tealridge.com/,"$500,001 to $7,500,000",Private,0
Prescott,http://posc-az.com/,"$7,500,001 to $25,000,000",Private,0
Rochester,http://enhancedcaremd.com,"$500,001 to $7,500,000",Private,0
New York,https://bphn.org/,Undefined,Private,1
Springfield,https://mythicmining.com/,Below $1,Private,0
Orem,http://avetta.com,"$1 to $500,000",Private,0
Las Vegas,https://www.lvac.com/,Undefined,Other,0
Chicago,https://www.callahancp.com/,"$500,001 to $7,500,000",Private,0
West Des Moines,https://zipbonds.com/,Undefined,Private,0
Bellevue,https://www.anthonys.com,"$25,000,001 to $100,000,000",Private,0
Littleton,http://www.novohydrogen.com,Below $1,Private,0
Machesney Park,https://www.tlc-mp.life/,"$500,001 to $7,500,000",Non Profit,0
Edison,https://www.mariobadescu.com/,"$25,000,001 to $100,000,000",Private,1
Eugene,https://www.naturaldentures.com/,Undefined,Private,0
Hobbs,https://legacy-safety.com/,Undefined,Private,1
Marine City,http://www.lifeskillscentersinc.org,"$500,001 to $7,500,000",Private,0
New York,https://www.mantrahealth.com/,"$500,001 to $7,500,000",Private,0
New York,http://www.absstaffingsolutions.com/,"$7,500,001 to $25,000,000",Private,1
Channelview,https://www.thetvib.org/,"$500,001 to $7,500,000",Private,0
Boston,http://www.wagnerlawgroup.com,"$7,500,001 to $25,000,000",Private,0
Pittsburgh,http://www.orecpgh.com/,Below $1,Non Profit,0
New York,http://www.missingmovies.org,"$1 to $500,000",Private,0
Sacramento,https://www.cogirseniorliving.com/,"$500,001 to $7,500,000",Non Profit,1
Vernon,http://redchamber.com/,Undefined,Private,0
Sisters,http://evensol.com,"$1 to $500,000",Private,0
Santa Barbara,http://www.kcopefilms.com,"$25,000,001 to $100,000,000",Other,0
Vernon,https://www.kfoodsonline.com/,Undefined,Private,0
White Plains,https://www.oberman.com/,"$500,001 to $7,500,000",Private,0
New York,https://www.nbmgmt.com/,Undefined,Non Profit,1
Blackwell,http://www.bainswest.com,"$500,001 to $7,500,000",Private,0
Highlands Ranch,https://www.destinationpet.com/,"$100,000,001 or Above",Private,1
Los Angeles,https://hypnosis.edu,"$500,001 to $7,500,000",Private,0
Spokane,https://maxkuney.com/,Below $1,Private,0
York,http://yorkvillagefire.com,Below $1,Other,0
Cranston,https://www.swarovskioptik.com/,Undefined,Private,0
Detroit,https://www.dentalplans.com/,"$500,001 to $7,500,000",Non Profit,0
Dallas,http://www.amaxinsurance.com,"$25,000,001 to $100,000,000",Private,0
Berkeley,http://www.domestika.org,"$25,000,001 to $100,000,000",Private,0
Delray Beach,https://tuscanypoa.connectresident.com/,Undefined,Private,1
Beverly Hills,http://www.mo-residencesbeverlyhills.com,Undefined,Private,0
Redwood City,http://www.biomeafusion.com,Below $1,Private,0
La Jolla,https://gribio.com/,Below $1,Private,0
Los Angeles,https://www.calfundllc.com/,"$7,500,001 to $25,000,000",Private,0
Bronx,https://hcprealty.com/,Undefined,Private,0
Morristown,https://senlacpartners.com/,Undefined,Non Profit,0
Maitland,http://thefloridabarfoundation.org,"$7,500,001 to $25,000,000",Private,0
Minneapolis,http://www.buildwealthmn.org,Undefined,Private,0
New York,https://oculogica.com/,"$1 to $500,000",Private,0
New York,http://workfusion.com,"$7,500,001 to $25,000,000",Private,0
Astoria,http://www.rhiny.org,"$500,001 to $7,500,000",Private,1
Pocatello,http://www.intermountainclaims.com/,Below $1,Private,0
Petaluma,https://www.friedmanshome.com/,"$100,000,001 or Above",Private,0
Vero Beach,https://verobeachyachtclub.com/,"$500,001 to $7,500,000",Private,0
Lebanon,http://tkofireprotection.com/,Undefined,Private,0
Wilmington,http://www.finmenow.com,Below $1,Private,0
New York,https://www.elizabar.com/,Undefined,Non Profit,1
Raleigh,https://www.foundationdor.org/,Below $1,Private,0
Phoenix,https://dentalvss.com,"$500,001 to $7,500,000",Private,0
New York,https://nyxl.com/,"$500,001 to $7,500,000",Private,0
St. Joseph,https://www.berriencommunity.org/uptonfoundation,"$500,001 to $7,500,000",Non Profit,0
Wilmington,http://www.grafana.com,"$25,000,001 to $100,000,000",Private,0
Los Angeles,http://maddocksbrown.org/,Below $1,Private,0
Santa Barbara,http://www.blockchainacceleration.org,"$1 to $500,000",Private,0
Dallas,https://constellationrep.com/,Undefined,Private,0
Houston,https://www.eleox.com/,Below $1,Private,0
Missoula,https://moderntitlemontana.com/,Below $1,Private,0
San Diego,https://axontherapies.com/,Undefined,Private,0
Los Angeles,https://www.royalway.org/,"$500,001 to $7,500,000",Private,0
Agoura Hills,https://www.riverla.org/,"$500,001 to $7,500,000",Private,0
Pasadena,https://squadron.tv/,Undefined,Private,0
Flagstaff,https://www.ababilling.net/,"$500,001 to $7,500,000",Other,0
Michigan City,https://www.jss-safety.com,Undefined,Private,0
Beverly Hills,https://sevenbucks.com/,Undefined,Private,0
Sycaruse,https://www.romanosubaru.com/,"$25,000,001 to $100,000,000",Private,0
Los Angeles,http://www.emser.com,Below $1,Private,1
New York,http://www.megabank.com.tw/,Undefined,Private,0
Oklahoma City,https://tmpsok.com/,"$7,500,001 to $25,000,000",Private,0
New York,http://www.merchantshospitality.com,Undefined,Private,0
Bend,https://elev8mortgage.com/,Undefined,Private,0
Los Angeles,http://frameworkstudio.design,Undefined,Private,0
Tarboro,http://worldcat.com,"$25,000,001 to $100,000,000",Private,0
Los Altos,https://www.plantedsolar.com/,Below $1,Private,0
Los Angeles,https://marinatech.co/,"$500,001 to $7,500,000",Private,0
Chandler,http://www.netzelfinancial.com/,"$500,001 to $7,500,000",Private,0
Braintree,https://www.mibgroup.com/,"$25,000,001 to $100,000,000",Private,0
Miami Beach,https://www.clubatlantiscondo.com/,Undefined,Private,0
San Diego,https://www.westernpump.com/,"$7,500,001 to $25,000,000",Private,0
Rutherford,http://www.ameridreamhl.com,Undefined,Private,0
Wyomissing,https://www.e4-services.com/,"$25,000,001 to $100,000,000",Private,0
Miami Beach,https://nue.life/,"$500,001 to $7,500,000",Private,0
Hackensack,https://www.allamericanfordofhackensack.com/,"$100,000,001 or Above",Non Profit,0
Rochester,http://www.riontx.com,"$1 to $500,000",Private,0
New York,https://www.5wpr.com/,Undefined,Private,1
Farmington,https://www.interimhealthcare.com/hartfordcountyct/home/,"$500,001 to $7,500,000",Private,1
Glen Allen,http://freespeechunion.org,Below $1,Private,0
Brookline Village,http://www.iXbio.org,"$1 to $500,000",Private,0
Overland Park,https://www.smrxt.com/,"$1 to $500,000",Private,0
Bryn Mawr,https://www.opsidio.com/,Below $1,Private,0
Orange,https://www.chpca.org/,"$1 to $500,000",Private,0
Saint Albans,https://www.alfordhomesolutions.com/,"$7,500,001 to $25,000,000",Private,1
San Mateo,https://flexspace.ai/,"$1 to $500,000",Private,0
Phoenix,http://terros.info,"$25,000,001 to $100,000,000",Non Profit,1
Torrance,http://www.dentca.com,Undefined,Private,0
Colorado Springs,https://realatlas.com/,Undefined,Private,0
San Diego,https://www.protegobiopharma.com/,"$500,001 to $7,500,000",Private,0
San Francisco,https://togethersf.org/about,Below $1,Private,0
New York,http://cointelegraph.com,"$1 to $500,000",Private,0
Arlington,http://www.fortworthstra.org,Undefined,Non Profit,0
Charlotte,https://www.communitylinknc.org/,"$500,001 to $7,500,000",Private,0
Naples,https://www.quailwest.com/,Below $1,Private,0
San Diego,http://www.sammyspizza.com,Undefined,Private,0
White Plains,http://www.evojets.com,Undefined,Private,1
East Lansing,https://douglasj.com/,"$25,000,001 to $100,000,000",Private,0
Antioch,https://www.antiochautocenter.com/,"$100,000,001 or Above",Private,0
New York,http://www.dashlane.com,"$25,000,001 to $100,000,000",Private,0
Arlington Heights,https://www.primapower.com/en,"$100,000,001 or Above",Private,0
Miami,https://www.franchisefoundersgroup.com/,"$500,001 to $7,500,000",Private,0
Chicago,http://www.myteamcare.org/,Below $1,Other,0
Farr West,https://bppe.com/,"$1 to $500,000",Private,0
Cocoa,http://www.spacecoastcardiology.com/,Undefined,Private,0
Pompton Plains,http://firstreformedchurch.com/,"$100,000,001 or Above",Non Profit,0
New York,https://www.losninos.com/,"$7,500,001 to $25,000,000",Private,0
Spokane,https://www.treasury4.com,"$1 to $500,000",Private,0
Gardiner,https://goslineinsurancegroup.com/index.php,"$500,001 to $7,500,000",Private,0
Binghamton,http://www.seedpg.com,"$500,001 to $7,500,000",Private,0
Los Angeles,http://www.intercaretherapy.com,"$7,500,001 to $25,000,000",Private,0
Vernon,http://www.karenkane.com,Undefined,Private,0
Mercer Island,https://eastseattlepartners.com/,"$500,001 to $7,500,000",Other,0
Lebanon,http://www.indchurch.org,"$500,001 to $7,500,000",Other,0
Hallandale Beach,https://www.zumba.com/,"$100,000,001 or Above",Non Profit,0
Los Altos,http://www.dwellsy.com/,"$1 to $500,000",Private,0
Mount Shasta,https://www.unifiedcaring.org/,"$100,000,001 or Above",Private,0
Houston,https://www.menningerclinic.org/,"$25,000,001 to $100,000,000",Non Profit,1
Fort Lauderdale,https://totalcleaning.com/,Undefined,Private,0
San Marcos,http://manoamigasm.org,"$1 to $500,000",Private,0
Chaska,https://bailiwick.com/,"$100,000,001 or Above",Private,0
Los Angeles,http://www.blackownedandoperated.org,"$1 to $500,000",Non Profit,0
Frisco,https://premierhsllc.com/,"$100,000,001 or Above",Private,0
Bluffton,http://internationalpurewater.com,"$500,001 to $7,500,000",Private,0
Mountain View,http://coda.io/welcome,"$500,001 to $7,500,000",Private,0
Cornelius,https://www.duckworths.com/,Undefined,Private,0
Phoenix,https://ozonewatersystems.com/,"$7,500,001 to $25,000,000",Private,0
Eugene,https://www.marketofchoice.com/,"$100,000,001 or Above",Private,0
Salinas,https://www.andyboy.com/,"$100,000,001 or Above",Private,0
San Dimas,http://viaverdecc.com,Undefined,Non Profit,0
Bartow,https://www.heartlandforchildren.org,"$25,000,001 to $100,000,000",Non Profit,0
Brighton,https://www.csig.com/,Undefined,Private,0
Coeur d'Alene,https://www.onelakeside.com/,Undefined,Non Profit,0
Newport Beach,https://goalphaeon.com/,"$500,001 to $7,500,000",Private,0
Plainview,https://www.alexanderwolf.com/,"$500,001 to $7,500,000",Non Profit,0
San Diego,https://rakuten-med.com/,"$500,001 to $7,500,000",Private,0
Salt Lake City,http://measuredinsurance.com,"$500,001 to $7,500,000",Private,0
Jacksonville,https://www.mdabstract.com/,"$500,001 to $7,500,000",Private,0
Tulsa,https://ymcatulsa.org/,Undefined,Non Profit,0
Denver,https://www.frostcreek.com/,"$7,500,001 to $25,000,000",Private,0
Bronx,https://www.nyconnects.ny.gov/services/riverdale-mental-health-center-omh-pr-180406733100,"$500,001 to $7,500,000",Non Profit,0
White Plains,http://www.buttonfinance.com,Undefined,Private,0
Albany,http://www.tildenprep.com,"$500,001 to $7,500,000",Private,1
Tampa,https://www.pinnaclefertility.com/,Undefined,Private,0
Sacramento,https://www.carerev.com/,"$100,000,001 or Above",Private,0
TYSONS,http://www.bizagi.com,"$1 to $500,000",Private,1
Santa Clara,http://technet.org,"$7,500,001 to $25,000,000",Private,0
Las Vegas,http://ahernhotel.com,Undefined,Non Profit,1
West Long Branch,https://www.fidelityprocessing1031.com/,Undefined,Private,0
Ramsey,http://www.feriotego.com,"$1 to $500,000",Non Profit,0
Austin,https://tokenmetrics.com/,"$500,001 to $7,500,000",Private,0
Somerville,https://www.tesseratherapeutics.com/,"$500,001 to $7,500,000",Private,0
San Antonio,http://www.amadasanantonio.com,Undefined,Other,0
Sea Girt,https://www.ttcoastauto.com/,Undefined,Non Profit,0
Santa Ana,https://huckleberry.com/,"$500,001 to $7,500,000",Private,0
Westlake Village,https://www.woodranch.com/,Undefined,Private,0
Lathrop,http://dellossofamilyfarm.com,Undefined,Private,0
Miami Beach,https://gobaoba.com/,"$1 to $500,000",Private,0
New York,http://typeaprojects.com/,Undefined,Private,0
Brooklyn,https://www.whalar.com/,"$500,001 to $7,500,000",Private,0
Philadelphia,http://fccareservices.com,Undefined,Other,0
Grantsburg,https://www.burnettdairy.com/,"$100,000,001 or Above",Non Profit,0
La Crescenta-Montrose,https://www.bobsmithtoyota.com/,Undefined,Private,1
Brooklyn,http://www.fcc-corp.com,"$25,000,001 to $100,000,000",Private,0
Redwood City,https://www.coursehero.com/,"$100,000,001 or Above",Private,1
Irvine,https://leonhardtventures.com/,Undefined,Private,0
San Antonio,https://abilitypediatrichomecare.com/,Undefined,Private,0
Los Angeles,http://www.Imtresidential.com,Undefined,Private,0
Naples,http://www.bearspawcc.org,"$500,001 to $7,500,000",Non Profit,0
Wausau,https://www.kolbewindows.com/,"$100,000,001 or Above",Other,0
New Smyrna Beach,https://www.brevardwatersolutions.com/,Below $1,Private,0
Sacramento,https://www.nmgovlaw.com/,Undefined,Non Profit,0
San Diego,https://www.westcore.net/,"$25,000,001 to $100,000,000",Private,0
Little Rock,https://www.frostpllc.com/,"$7,500,001 to $25,000,000",Private,0
Midwest City,http://www.dmsok.com/,"$25,000,001 to $100,000,000",Private,0
Woodland Hills,https://zisinsurance.com/,Undefined,Private,0
